Age,Gender,Education Level,Job Title,Years of Experience,Monthly Salary
34,Male,Master's Degree,Senior Data Scientist,9,12500000
30,Female,Bachelor's Degree,Marketing Coordinator,4,5700000
32,Male,Bachelor's Degree,Junior Marketing Manager,6,7200000
39,Female,PhD,Senior Research Scientist,13,14500000
26,Male,High School,Junior Sales Associate,2,3100000
33,Female,Master's Degree,Senior Software Engineer,8,10500000
28,Male,Bachelor's Degree,Junior Data Analyst,3,5200000
30,Female,Bachelor's Degree,Junior Marketing Manager,4,5700000
36,Male,PhD,Senior Research Scientist,11,13500000
27,Female,Bachelor's Degree,Junior Software Engineer,2,4800000
34,Male,Master's Degree,Senior Data Scientist,9,12500000
30,Female,Bachelor's Degree,Marketing Coordinator,4,5700000
32,Male,Bachelor's Degree,Junior Marketing Manager,6,7200000
39,Female,PhD,Senior Research Scientist,13,14500000
26,Male,High School,Junior Sales Associate,2,3100000
33,Female,Master's Degree,Senior Software Engineer,8,10500000
28,Male,Bachelor's Degree,Junior Data Analyst,3,5200000
30,Female,Bachelor's Degree,Junior Marketing Manager,4,5700000
36,Male,PhD,Senior Research Scientist,11,13500000
27,Female,Bachelor's Degree,Junior Software Engineer,2,4800000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,8500000
28,Female,Master's Degree,Marketing Manager,7,11000000
34,Male,PhD,Director of Marketing,12,17000000
31,Male,Bachelor's Degree,Sales Director,9,14000000
24,Female,High School,Sales Associate,1,3000000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,9500000
27,Female,Master's Degree,Content Marketing Manager,4,8000000
33,Male,PhD,Sales Director,10,15500000
21,Female,High School,Junior Sales Representative,0,2500000
36,Male,Bachelor's Degree,Sales Manager,11,16000000
25,Female,Bachelor's Degree,Marketing Manager,3,6500000
30,Male,Master's Degree,Financial Manager,7,12000000
28,Female,PhD,Director of Marketing,6,10500000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,8500000
28,Female,Master's Degree,Marketing Manager,7,11000000
34,Male,PhD,Director of Marketing,12,17000000
31,Male,Bachelor's Degree,Sales Director,9,14000000
24,Female,High School,Sales Associate,1,3000000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,9500000
27,Female,Master's Degree,Content Marketing Manager,4,8000000
33,Male,PhD,Sales Director,10,15500000
21,Female,High School,Junior Sales Representative,0,2500000
36,Male,Bachelor's Degree,Sales Manager,11,16000000
25,Female,Bachelor's Degree,Marketing Manager,3,6500000
30,Male,Master's Degree,Financial Manager,7,12000000
28,Female,PhD,Director of Marketing,6,10500000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,8500000
28,Female,Master's Degree,Marketing Manager,7,11000000
34,Male,PhD,Director of Marketing,12,17000000
31,Male,Bachelor's Degree,Sales Director,9,14000000
24,Female,High School,Sales Associate,1,3000000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,9500000
27,Female,Master's Degree,Content Marketing Manager,4,8000000
33,Male,PhD,Sales Director,10,15500000
21,Female,High School,Junior Sales Representative,0,2500000
36,Male,Bachelor's Degree,Sales Manager,11,16000000
25,Female,Bachelor's Degree,Marketing Manager,3,6500000
30,Male,Master's Degree,Financial Manager,7,12000000
28,Female,PhD,Director of Marketing,6,10500000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,8500000
28,Female,Master's Degree,Marketing Manager,7,11000000
34,Male,PhD,Director of Marketing,12,17000000
31,Male,Bachelor's Degree,Sales Director,9,14000000
24,Female,High School,Sales Associate,1,3000000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,9500000
27,Female,Master's Degree,Content Marketing Manager,4,8000000
33,Male,PhD,Sales Director,10,15500000
21,Female,High School,Junior Sales Representative,0,2500000
36,Male,Bachelor's Degree,Sales Manager,11,16000000
25,Female,Bachelor's Degree,Marketing Manager,3,6500000
30,Male,Master's Degree,Financial Manager,7,12000000
28,Female,PhD,Director of Marketing,6,10500000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,8500000
28,Female,Master's Degree,Marketing Manager,7,11000000
34,Male,PhD,Director of Marketing,12,17000000
31,Male,Bachelor's Degree,Sales Director,9,14000000
24,Female,High School,Sales Associate,1,3000000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,9500000
27,Female,Master's Degree,Content Marketing Manager,4,8000000
33,Male,PhD,Sales Director,10,15500000
21,Female,High School,Junior Sales Representative,0,2500000
36,Male,Bachelor's Degree,Sales Manager,11,16000000
25,Female,Bachelor's Degree,Marketing Manager,3,6500000
30,Male,Master's Degree,Financial Manager,7,12000000
28,Female,PhD,Director of Marketing,6,10500000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,8500000
28,Female,Master's Degree,Marketing Manager,7,11000000
34,Male,PhD,Director of Marketing,12,17000000
31,Male,Bachelor's Degree,Sales Director,9,14000000
24,Female,High School,Sales Associate,1,3000000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,9500000
27,Female,Master's Degree,Content Marketing Manager,4,8000000
33,Male,PhD,Sales Director,10,15500000
21,Female,High School,Junior Sales Representative,0,2500000
36,Male,Bachelor's Degree,Sales Manager,11,16000000
25,Female,Bachelor's Degree,Marketing Manager,3,6500000
30,Male,Master's Degree,Financial Manager,7,12000000
28,Female,PhD,Director of Marketing,6,10500000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,8500000
28,Female,Master's Degree,Marketing Manager,7,11000000
34,Male,PhD,Director of Marketing,12,17000000
31,Male,Bachelor's Degree,Sales Director,9,14000000
24,Female,High School,Sales Associate,1,3000000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,9500000
27,Female,Master's Degree,Content Marketing Manager,4,8000000
33,Male,PhD,Sales Director,10,15500000
21,Female,High School,Junior Sales Representative,0,2500000
36,Male,Bachelor's Degree,Sales Manager,11,16000000
25,Female,Bachelor's Degree,Marketing Manager,3,6500000
30,Male,Master's Degree,Financial Manager,7,12000000
28,Female,PhD,Director of Marketing,6,10500000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,8500000
28,Female,Master's Degree,Marketing Manager,7,11000000
34,Male,PhD,Director of Marketing,12,17000000
31,Male,Bachelor's Degree,Sales Director,9,14000000
24,Female,High School,Sales Associate,1,3000000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,9500000
27,Female,Master's Degree,Content Marketing Manager,4,8000000
33,Male,PhD,Sales Director,10,15500000
21,Female,High School,Junior Sales Representative,0,2500000
36,Male,Bachelor's Degree,Sales Manager,11,16000000
25,Female,Bachelor's Degree,Marketing Manager,3,6500000
30,Male,Master's Degree,Financial Manager,7,12000000
28,Female,PhD,Director of Marketing,6,10500000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,8500000
28,Female,Master's Degree,Marketing Manager,7,11000000
34,Male,PhD,Director of Marketing,12,17000000
31,Male,Bachelor's Degree,Sales Director,9,14000000
24,Female,High School,Sales Associate,1,3000000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,9500000
27,Female,Master's Degree,Content Marketing Manager,4,8000000
33,Male,PhD,Sales Director,10,15500000
21,Female,High School,Junior Sales Representative,0,2500000
36,Male,Bachelor's Degree,Sales Manager,11,16000000
25,Female,Bachelor's Degree,Marketing Manager,3,6500000
30,Male,Master's Degree,Financial Manager,7,12000000
28,Female,PhD,Director of Marketing,6,10500000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,8500000
28,Female,Master's Degree,Marketing Manager,7,11000000
34,Male,PhD,Director of Marketing,12,17000000
31,Male,Bachelor's Degree,Sales Director,9,14000000
24,Female,High School,Sales Associate,1,3000000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,9500000
27,Female,Master's Degree,Content Marketing Manager,4,8000000
22,Female,High School,Sales Associate,0,2500000
45,Male,Bachelor's Degree,Financial Manager,21,25000000
31,Female,Master's Degree,Content Marketing Manager,8,12000000
28,Male,Bachelor's Degree,Digital Marketing Manager,4,8000000
29,Male,Bachelor's Degree,Senior Product Marketing Manager,6,10000000
35,Female,PhD,Director of Marketing,12,17000000
27,Male,High School,Sales Representative,3,5000000
33,Female,Bachelor's Degree,Marketing Manager,9,14000000
30,Male,Master's Degree,Financial Manager,7,12000000
25,Female,Bachelor's Degree,Marketing Manager,2,5500000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,8500000
29,Female,Master's Degree,Content Marketing Manager,4,8000000
34,Male,PhD,Director of Marketing,12,17000000
31,Male,Bachelor's Degree,Sales Director,9,14000000
24,Female,High School,Sales Associate,1,3000000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,9500000
27,Female,Master's Degree,Content Marketing Manager,4,8000000
33,Male,PhD,Sales Director,10,15500000
21,Female,High School,Junior Sales Representative,0,2500000
36,Male,Bachelor's Degree,Sales Manager,11,16000000
25,Female,Bachelor's Degree,Marketing Manager,3,6500000
30,Male,Master's Degree,Financial Manager,7,12000000
28,Female,PhD,Director of Marketing,6,10500000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,8500000
28,Female,Master's Degree,Marketing Manager,7,11000000
34,Male,PhD,Director of Marketing,12,17000000
31,Male,Bachelor's Degree,Sales Director,9,14000000
24,Female,High School,Sales Associate,1,3000000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,9500000
27,Female,Master's Degree,Content Marketing Manager,4,8000000
33,Male,PhD,Sales Director,10,15500000
21,Female,High School,Junior Sales Representative,0,2500000
36,Male,Bachelor's Degree,Sales Manager,11,16000000
25,Female,Bachelor's Degree,Marketing Manager,3,6500000
30,Male,Master's Degree,Financial Manager,7,12000000
28,Female,PhD,Director of Marketing,6,10500000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,8500000
28,Female,Master's Degree,Marketing Manager,7,11000000
34,Male,PhD,Director of Marketing,12,17000000
31,Male,Bachelor's Degree,Sales Director,9,14000000
24,Female,High School,Sales Associate,1,3000000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,9500000
27,Female,Master's Degree,Content Marketing Manager,4,8000000
33,Male,PhD,Sales Director,10,15500000
21,Female,High School,Junior Sales Representative,0,2500000
36,Male,Bachelor's Degree,Sales Manager,11,16000000
25,Female,Bachelor's Degree,Marketing Manager,3,6500000
30,Male,Master's Degree,Financial Manager,7,12000000
28,Female,PhD,Director of Marketing,6,10500000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,8500000
28,Female,Master's Degree,Marketing Manager,7,11000000
34,Male,PhD,Director of Marketing,12,17000000
31,Male,Bachelor's Degree,Sales Director,9,14000000
24,Female,High School,Sales Associate,1,3000000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,9500000
27,Female,Master's Degree,Content Marketing Manager,4,8000000
33,Male,PhD,Sales Director,10,15500000
21,Female,High School,Junior Sales Representative,0,2500000
36,Male,Bachelor's Degree,Sales Manager,11,16000000
25,Female,Bachelor's Degree,Marketing Manager,3,6500000
30,Male,Master's Degree,Financial Manager,7,12000000
28,Female,PhD,Director of Marketing,6,10500000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,8500000
28,Female,Master's Degree,Marketing Manager,7,11000000
34,Male,PhD,Director of Marketing,12,17000000
31,Male,Bachelor's Degree,Sales Director,9,14000000
24,Female,High School,Sales Associate,1,3000000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,9500000
27,Female,Master's Degree,Content Marketing Manager,4,8000000
33,Male,PhD,Sales Director,10,15500000
21,Female,High School,Junior Sales Representative,0,2500000
36,Male,Bachelor's Degree,Sales Manager,11,16000000
25,Female,Bachelor's Degree,Marketing Manager,3,6500000
30,Male,Master's Degree,Financial Manager,7,12000000
28,Female,PhD,Director of Marketing,6,10500000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,8500000
28,Female,Master's Degree,Marketing Manager,7,11000000
34,Male,PhD,Director of Marketing,12,17000000
31,Male,Bachelor's Degree,Sales Director,9,14000000
24,Female,High School,Sales Associate,1,3000000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,9500000
27,Female,Master's Degree,Content Marketing Manager,4,8000000
33,Male,PhD,Sales Director,10,15500000
21,Female,High School,Junior Sales Representative,0,2500000
36,Male,Bachelor's Degree,Sales Manager,11,16000000
25,Female,Bachelor's Degree,Marketing Manager,3,6500000
30,Male,Master's Degree,Financial Manager,7,12000000
28,Female,PhD,Director of Marketing,6,10500000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,8500000
28,Female,Master's Degree,Marketing Manager,7,11000000
34,Male,PhD,Director of Marketing,12,17000000
31,Male,Bachelor's Degree,Sales Director,9,14000000
24,Female,High School,Sales Associate,1,3000000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,9500000
27,Female,Master's Degree,Content Marketing Manager,4,8000000
33,Male,PhD,Sales Director,10,15500000
21,Female,High School,Junior Sales Representative,0,2500000
36,Male,Bachelor's Degree,Sales Manager,11,16000000
25,Female,Bachelor's Degree,Marketing Manager,3,6500000
30,Male,Master's Degree,Financial Manager,7,12000000
28,Female,PhD,Director of Marketing,6,10500000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,8500000
28,Female,Master's Degree,Marketing Manager,7,11000000
34,Male,PhD,Director of Marketing,12,17000000
31,Male,Bachelor's Degree,Sales Director,9,14000000
24,Female,High School,Sales Associate,1,3000000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,9500000
27,Female,Master's Degree,Content Marketing Manager,4,8000000
33,Male,PhD,Sales Director,10,15500000
21,Female,High School,Junior Sales Representative,0,2500000
36,Male,Bachelor's Degree,Sales Manager,11,16000000
25,Female,Bachelor's Degree,Marketing Manager,3,6500000
30,Male,Master's Degree,Financial Manager,7,12000000
28,Female,PhD,Director of Marketing,6,10500000
26,Male,Bachelor's Degree,Senior Product Marketing Manager,5,8500000
28,Female,Master's Degree,Marketing Manager,7,11000000
34,Male,PhD,Director of Marketing,12,17000000
31,Male,Bachelor's Degree,Sales Director,9,14000000
24,Female,High School,Sales Associate,1,3000000
29,Male,Bachelor's Degree,Digital Marketing Manager,6,9500000
27,Female,Master's Degree,Content Marketing Manager,4,8000000
33,Male,PhD,Sales Director,10,15500000
21,Female,High School,Junior Sales Representative,0,2500000
36,Male,Bachelor's Degree,Sales Manager,11,16000000
23,Male,Bachelor's Degree,Software Engineer,1,6000000
39,Female,Master's Degree,Marketing Manager,12,15000000
28,Male,Bachelor's Degree,Financial Analyst,4,8000000
31,Female,PhD,Research Scientist,8,12000000
35,Male,Bachelor's Degree,Project Manager,10,13000000
27,Female,Bachelor's Degree,Graphic Designer,2,5000000
42,Male,Master's Degree,Senior Software Engineer,18,18000000
29,Female,Bachelor's Degree,Digital Marketing Specialist,3,6000000
33,Male,Bachelor's Degree,Marketing Manager,7,11000000
24,Female,High School,Sales Associate,0,2500000
30,Male,Master's Degree,Financial Analyst,6,10000000
26,Female,Bachelor's Degree,Social Media Manager,3,5500000
32,Male,PhD,Data Scientist,9,14000000
22,Female,High School,Receptionist,0,2500000
37,Male,Bachelor's Degree,Product Manager,12,15000000
38,Female,Master's Degree,Marketing Director,14,17000000
25,Male,Bachelor's Degree,Junior Software Engineer,1,5500000
29,Female,Bachelor's Degree,Marketing Coordinator,4,6500000
27,Male,Bachelor's Degree,Product Designer,3,6000000
34,Female,PhD,Research Director,10,15000000
26,Male,Bachelor's Degree,Marketing Analyst,2,5000000
31,Female,Master's Degree,Financial Manager,7,12000000
25,Male,Bachelor's Degree,Junior Software Engineer,1,5500000
29,Female,Bachelor's Degree,Marketing Coordinator,4,6500000
27,Male,Bachelor's Degree,Product Designer,3,6000000
34,Female,PhD,Research Director,10,15000000
26,Male,Bachelor's Degree,Marketing Analyst,2,5000000
31,Female,Master's Degree,Financial Manager,7,12000000
23,Male,Bachelor's Degree,Software Engineer,1,6000000
39,Female,Master's Degree,Marketing Manager,12,15000000
28,Male,Bachelor's Degree,Financial Analyst,4,8000000
31,Female,PhD,Research Scientist,8,12000000
35,Male,Bachelor's Degree,Project Manager,10,13000000
27,Female,Bachelor's Degree,Graphic Designer,2,5000000
42,Male,Master's Degree,Senior Software Engineer,18,18000000
29,Female,Bachelor's Degree,Digital Marketing Specialist,3,6000000
33,Male,Bachelor's Degree,Marketing Manager,7,11000000
24,Female,High School,Sales Associate,0,2500000
30,Male,Master's Degree,Financial Analyst,6,10000000
26,Female,Bachelor's Degree,Social Media Manager,3,5500000
32,Male,PhD,Data Scientist,9,14000000
22,Female,High School,Receptionist,0,2500000
37,Male,Bachelor's Degree,Product Manager,12,15000000
38,Female,Master's Degree,Marketing Director,14,17000000
25,Male,Bachelor's Degree,Junior Software Engineer,1,5500000
29,Female,Bachelor's Degree,Marketing Coordinator,4,6500000
27,Male,Bachelor's Degree,Product Designer,3,6000000
34,Female,PhD,Research Director,10,15000000
26,Male,Bachelor's Degree,Marketing Analyst,2,5000000
31,Female,Master's Degree,Financial Manager,7,12000000
25,Male,Bachelor's Degree,Junior Software Engineer,1,5500000
29,Female,Bachelor's Degree,Marketing Coordinator,4,6500000
27,Male,Bachelor's Degree,Product Designer,3,6000000
34,Female,PhD,Research Director,10,15000000
26,Male,Bachelor's Degree,Marketing Analyst,2,5000000
31,Female,Master's Degree,Financial Manager,7,12000000
23,Male,Bachelor's Degree,Software Engineer,1,6000000
39,Female,Master's Degree,Marketing Manager,12,15000000
28,Male,Bachelor's Degree,Financial Analyst,4,8000000
31,Female,PhD,Research Scientist,8,12000000
35,Male,Bachelor's Degree,Project Manager,10,13000000
27,Female,Bachelor's Degree,Graphic Designer,2,5000000
42,Male,Master's Degree,Senior Software Engineer,18,18000000
29,Female,Bachelor's Degree,Digital Marketing Specialist,3,6000000
33,Male,Bachelor's Degree,Marketing Manager,7,11000000
24,Female,High School,Sales Associate,0,2500000
30,Male,Master's Degree,Financial Analyst,6,10000000
26,Female,Bachelor's Degree,Social Media Manager,3,5500000
32,Male,PhD,Data Scientist,9,14000000
22,Female,High School,Receptionist,0,2500000
37,Male,Bachelor's Degree,Product Manager,12,15000000
38,Female,Master's Degree,Marketing Director,14,17000000
25,Male,Bachelor's Degree,Junior Software Engineer,1,5500000
29,Female,Bachelor's Degree,Marketing Coordinator,4,6500000
27,Male,Bachelor's Degree,Product Designer,3,6000000
34,Female,PhD,Research Director,10,15000000
26,Male,Bachelor's Degree,Marketing Analyst,2,5000000
31,Female,Master's Degree,Financial Manager,7,12000000
25,Male,Bachelor's Degree,Junior Software Engineer,1,5500000
29,Female,Bachelor's Degree,Marketing Coordinator,4,6500000
27,Male,Bachelor's Degree,Product Designer,3,6000000
34,Female,PhD,Research Director,10,15000000
26,Male,Bachelor's Degree,Marketing Analyst,2,5000000
31,Female,Master's Degree,Financial Manager,7,12000000
23,Male,Bachelor's Degree,Software Engineer,1,6000000
39,Female,Master's Degree,Marketing Manager,12,15000000
28,Male,Bachelor's Degree,Financial Analyst,4,8000000
31,Female,PhD,Research Scientist,8,12000000
35,Male,Bachelor's Degree,Project Manager,10,13000000
27,Female,Bachelor's Degree,Graphic Designer,2,5000000
42,Male,Master's Degree,Senior Software Engineer,18,18000000
29,Female,Bachelor's Degree,Digital Marketing Specialist,3,6000000
33,Male,Bachelor's Degree,Marketing Manager,7,11000000
24,Female,High School,Sales Associate,0,2500000
30,Male,Master's Degree,Financial Analyst,6,10000000
26,Female,Bachelor's Degree,Social Media Manager,3,5500000
32,Male,PhD,Data Scientist,9,14000000
22,Female,High School,Receptionist,0,2500000
37,Male,Bachelor's Degree,Product Manager,12,15000000
38,Female,Master's Degree,Marketing Director,14,17000000
25,Male,Bachelor's Degree,Junior Software Engineer,1,5500000
29,Female,Bachelor's Degree,Marketing Coordinator,4,6500000
27,Male,Bachelor's Degree,Product Designer,3,6000000
34,Female,PhD,Research Director,10,15000000
26,Male,Bachelor's Degree,Marketing Analyst,2,5000000
31,Female,Master's Degree,Financial Manager,7,12000000
25,Male,Bachelor's Degree,Junior Software Engineer,1,5500000
29,Female,Bachelor's Degree,Marketing Coordinator,4,6500000
27,Male,Bachelor's Degree,Product Designer,3,6000000
34,Female,PhD,Research Director,10,15000000
26,Male,Bachelor's Degree,Marketing Analyst,2,5000000
31,Female,Master's Degree,Financial Manager,7,12000000
23,Male,Bachelor's Degree,Software Engineer,1,6000000
39,Female,Master's Degree,Marketing Manager,12,15000000
28,Male,Bachelor's Degree,Financial Analyst,4,8000000
31,Female,PhD,Research Scientist,8,12000000
35,Male,Bachelor's Degree,Project Manager,10,13000000
27,Female,Bachelor's Degree,Graphic Designer,2,5000000
42,Male,Master's Degree,Senior Software Engineer,18,18000000
29,Female,Bachelor's Degree,Digital Marketing Specialist,3,6000000
33,Male,Bachelor's Degree,Marketing Manager,7,11000000
24,Female,High School,Sales Associate,0,2500000
30,Male,Master's Degree,Financial Analyst,6,10000000
26,Female,Bachelor's Degree,Social M,,0
28,Male,Bachelor's Degree,Software Engineer,3,8500000
36,Female,Master's Degree,Marketing Director,11,16000000
25,Male,Bachelor's Degree,Financial Analyst,1,5500000
29,Female,PhD,Data Scientist,5,10000000
33,Male,Bachelor's Degree,Project Manager,8,12000000
27,Female,Bachelor's Degree,Graphic Designer,2,5000000
43,Male,Master's Degree,Senior Software Engineer,19,18500000
30,Female,Bachelor's Degree,Digital Marketing Specialist,4,6500000
34,Male,Bachelor's Degree,Marketing Manager,9,13000000
25,Female,High School,Sales Associate,0,2500000
31,Male,Master's Degree,Financial Analyst,6,10000000
27,Female,Bachelor's Degree,Social Media Manager,3,5500000
33,Male,PhD,Research Scientist,10,15000000
23,Female,High School,Receptionist,0,2500000
38,Male,Bachelor's Degree,Product Manager,13,16000000
39,Female,Master's Degree,Marketing Manager,14,17000000
26,Male,Bachelor's Degree,Junior Software Engineer,1,5500000
30,Female,Bachelor's Degree,Marketing Coordinator,4,6500000
28,Male,Bachelor's Degree,Product Designer,3,6000000
35,Female,PhD,Research Director,11,16000000
27,Male,Bachelor's Degree,Marketing Analyst,2,5000000
32,Female,Master's Degree,Financial Manager,8,12000000
26,Male,Bachelor's Degree,Junior Software Engineer,1,5500000
30,Female,Bachelor's Degree,Marketing Coordinator,4,6500000
28,Male,Bachelor's Degree,Product Designer,3,6000000
35,Female,PhD,Research Director,11,16000000
27,Male,Bachelor's Degree,Marketing Analyst,2,5000000
32,Female,Master's Degree,Financial Manager,8,12000000
28,Male,Bachelor's Degree,Software Engineer,3,8500000
36,Female,Master's Degree,Marketing Director,11,16000000
25,Male,Bachelor's Degree,Financial Analyst,1,5500000
29,Female,PhD,Data Scientist,5,10000000
33,Male,Bachelor's Degree,Project Manager,8,12000000
27,Female,Bachelor's Degree,Graphic Designer,2,5000000
43,Male,Master's Degree,Senior Software Engineer,19,18500000
30,Female,Bachelor's Degree,Digital Marketing Specialist,4,6500000
34,Male,Bachelor's Degree,Marketing Manager,9,13000000
25,Female,High School,Sales Associate,0,2500000
31,Male,Master's Degree,Financial Analyst,6,10000000
27,Female,Bachelor's Degree,Social Media Manager,3,5500000
33,Male,PhD,Research Scientist,10,15000000
23,Female,High School,Receptionist,0,2500000
38,Male,Bachelor's Degree,Product Manager,13,16000000
39,Female,Master's Degree,Marketing Manager,14,17000000
26,Male,Bachelor's Degree,Junior Software Engineer,1,5500000
30,Female,Bachelor's Degree,Marketing Coordinator,4,6500000
28,Male,Bachelor's Degree,Product Designer,3,6000000
35,Female,PhD,Research Director,11,16000000
27,Male,Bachelor's Degree,Marketing Analyst,2,5000000
32,Female,Master's Degree,Financial Manager,8,12000000
26,Male,Bachelor's Degree,Junior Software Engineer,1,5500000
30,Female,Bachelor's Degree,Marketing Coordinator,4,6500000
28,Male,Bachelor's Degree,Product Designer,3,6000000
35,Female,PhD,Research Director,11,16000000
27,Male,Bachelor's Degree,Marketing Analyst,2,5000000
32,Female,Master's Degree,Financial Manager,8,12000000
28,Male,Bachelor's Degree,Software Engineer,3,8500000
36,Female,Master's Degree,Marketing Director,11,16000000
25,Male,Bachelor's Degree,Financial Analyst,1,5500000
29,Female,PhD,Data Scientist,5,10000000
33,Male,Bachelor's Degree,Project Manager,8,12000000
27,Female,Bachelor's Degree,Graphic Designer,2,5000000
43,Male,Master's Degree,Senior Software Engineer,19,18500000
30,Female,Bachelor's Degree,Digital Marketing Specialist,4,6500000
34,Male,Bachelor's Degree,Marketing Manager,9,13000000
25,Female,High School,Sales Associate,0,2500000
31,Male,Master's Degree,Financial Analyst,6,10000000
27,Female,Bachelor's Degree,Social Media Manager,3,5500000
33,Male,PhD,Research Scientist,10,15000000
23,Female,High School,Receptionist,0,2500000
38,Male,Bachelor's Degree,Product Manager,13,16000000
39,Female,Master's Degree,Marketing Manager,14,17000000
26,Male,Bachelor's Degree,Junior Software Engineer,1,5500000
30,Female,Bachelor's Degree,Marketing Coordinator,4,6500000
28,Male,Bachelor's Degree,Product Designer,3,6000000
35,Female,PhD,Research Director,11,16000000
27,Male,Bachelor's Degree,Marketing Analyst,2,5000000
32,Female,Master's Degree,Financial Manager,8,12000000
26,Male,Bachelor's Degree,Junior Software Engineer,1,5500000
30,Female,Bachelor's Degree,Marketing Coordinator,4,6500000
28,Male,Bachelor's Degree,Product Designer,3,6000000
35,Female,PhD,Research Director,11,16000000
27,Male,Bachelor's Degree,Marketing Analyst,2,5000000
32,Female,Master's Degree,Financial Manager,8,12000000
28,Male,Bachelor's Degree,Software Engineer,3,8500000
36,Female,Master's Degree,Marketing Director,11,16000000
25,Male,Bachelor's Degree,Financial Analyst,1,5500000
29,Female,PhD,Data Scientist,5,10000000
33,Male,Bachelor's Degree,Project Manager,8,12000000
27,Female,Bachelor's Degree,Graphic Designer,2,5000000
43,Male,Master's Degree,Senior Software Engineer,19,18500000
30,Female,Bachelor's Degree,Digital Marketing Specialist,4,6500000
34,Male,Bachelor's Degree,Marketing Manager,9,13000000
25,Female,High School,Sales Associate,0,2500000
31,Male,Master's Degree,Financial Analyst,6,10000000
27,Female,Bachelor's Degree,Social Media Manager,3,5500000
33,Male,PhD,Research Scientist,10,15000000
23,Female,High School,Receptionist,0,2500000
38,Male,Bachelor's Degree,Product Manager,13,16000000
39,Female,Master's Degree,Marketing Manager,14,17000000
26,Male,Bachelor's Degree,Junior Software Engineer,1,5500000
30,Female,Bachelor's Degree,Marketing Coordinator,4,6500000
28,Male,Bachelor's Degree,Product Designer,3,6000000
35,Female,PhD,Research Director,11,16000000
27,Male,Bachelor's Degree,Marketing Analyst,2,5000000
32,Female,Master's Degree,Financial Manager,8,12000000
26,Male,Bachelor's Degree,Junior Software Engineer,1,5500000
30,Female,Bachelor's Degree,Marketing Coordinator,4,6500000
28,Male,Bachelor's Degree,Product Designer,3,6000000
35,Female,PhD,Research Director,11,16000000
27,Male,Bachelor's Degree,Marketing Analyst,2,5000000
32,Female,Master's Degree,Financial Manager,8,12000000
28,Male,Bachelor's Degree,Software Engineer,3,8500000
36,Female,Master's Degree,Marketing Director,11,16000000
25,Male,Bachelor's Degree,Financial Analyst,1,5500000
29,Female,PhD,Data Scientist,5,10000000
33,Male,Bachelor's Degree,Project Manager,8,12000000
27,Female,Bachelor's Degree,Graphic Designer,2,5000000
43,Male,Master's Degree,Senior Software Engineer,19,18500000
30,Female,Bachelor's Degree,Digital Marketing Specialist,4,6500000
34,Male,Bachelor's Degree,Marketing Manager,9,13000000
25,Female,High School,Sales Associate,0,2500000
31,Male,Master's Degree,Financial Analyst,6,10000000
27,Female,Bachelor's Degree,Social Media Manager,3,5500000
33,Male,PhD,Research Scientist,10,15000000
27,Male,Bachelor's Degree,Software Engineer,3,8500000
35,Female,Master's Degree,Marketing Director,11,16000000
24,Male,Bachelor's Degree,Financial Analyst,1,5500000
28,Female,PhD,Data Scientist,5,10000000
32,Male,Bachelor's Degree,Project Manager,8,12000000
26,Female,Bachelor's Degree,Graphic Designer,2,5000000
41,Male,Master's Degree,Senior Software Engineer,19,18500000
